ID_Aluno	Nome	Data_Feedback	Feedback_Instrutor	Indice_Bem_Estar_Social
54	João Guilherme da Rocha	2025-01-01	Mostra iniciativa para resolver problemas complexos	0.914
54	João Guilherme da Rocha	2025-02-18	Pontual e organizado, exemplo para a turma	0.651
54	João Guilherme da Rocha	2025-03-15	Excelente capacidade analítica e pensamento crítico	0.438
54	João Guilherme da Rocha	2025-07-12	Tem dificuldades com alguns conceitos, mas está progredindo	0.738
54	João Guilherme da Rocha	2025-08-15	Bom desempenho, mas pode melhorar a participação nas discussões	0.435
55	Isadora Melo	2024-11-01	Precisa desenvolver mais confiança para expressar suas ideias	0.392
55	Isadora Melo	2025-01-04	Precisa se esforçar mais para acompanhar o ritmo da turma	0.739
55	Isadora Melo	2025-02-24	Bom desempenho, mas pode melhorar a participação nas discussões	0.109
55	Isadora Melo	2025-04-03	Bom desempenho, mas pode melhorar a participação nas discussões	0.732
55	Isadora Melo	2025-05-21	Excelente capacidade analítica e pensamento crítico	0.942
55	Isadora Melo	2025-06-10	Excelente capacidade analítica e pensamento crítico	0.524
55	Isadora Melo	2025-08-21	Pontual e organizado, exemplo para a turma	0.037
55	Isadora Melo	2025-09-22	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.46
56	Cauê Dias	2024-10-23	Líder natural, ajuda os colegas frequentemente	0.688
56	Cauê Dias	2024-12-20	Líder natural, ajuda os colegas frequentemente	0.016
56	Cauê Dias	2025-02-19	Estudante dedicado, sempre entrega as atividades no prazo	0.827
56	Cauê Dias	2025-07-22	Bom desempenho, mas pode melhorar a participação nas discussões	0.439
56	Cauê Dias	2025-08-24	Excelente capacidade analítica e pensamento crítico	0.918
56	Cauê Dias	2025-09-06	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.283
57	Mariana Silva	2024-10-28	Mostra interesse, mas falta um pouco de foco durante as aulas	0.685
57	Mariana Silva	2024-11-12	Precisa desenvolver mais confiança para expressar suas ideias	0.786
57	Mariana Silva	2024-12-07	Estudante dedicado, sempre entrega as atividades no prazo	0.364
57	Mariana Silva	2025-02-02	Colaborativo e sempre disposto a ajudar os colegas	0.04
57	Mariana Silva	2025-08-17	Mantém consistência no desempenho ao longo do tempo	0.456
57	Mariana Silva	2025-09-07	Estudante dedicado, sempre entrega as atividades no prazo	0.029
58	Lucas Pires	2024-10-15	Precisa desenvolver mais confiança para expressar suas ideias	0.647
58	Lucas Pires	2025-04-09	Precisa se esforçar mais para acompanhar o ritmo da turma	0.265
58	Lucas Pires	2025-07-12	Precisa se esforçar mais para acompanhar o ritmo da turma	0.266
58	Lucas Pires	2025-08-08	Precisa desenvolver mais confiança para expressar suas ideias	0.937
58	Lucas Pires	2025-09-11	Demonstra evolução constante ao longo do curso	0.021
59	Gustavo Henrique Fogaça	2024-10-11	Precisa se esforçar mais para acompanhar o ritmo da turma	0.117
59	Gustavo Henrique Fogaça	2024-12-23	Tem potencial, mas precisa se dedicar mais aos estudos	0.174
59	Gustavo Henrique Fogaça	2025-05-03	Participativo e questionador, contribui para o aprendizado da turma	0.778
59	Gustavo Henrique Fogaça	2025-09-18	Demonstra evolução constante ao longo do curso	0.115
60	Dr. Lorenzo Castro	2024-11-21	Tem potencial, mas precisa se dedicar mais aos estudos	0.963
60	Dr. Lorenzo Castro	2024-12-01	Colaborativo e sempre disposto a ajudar os colegas	0.145
60	Dr. Lorenzo Castro	2025-01-28	Apresentou melhora significativa neste período	0.187
60	Dr. Lorenzo Castro	2025-02-01	Mostra interesse, mas falta um pouco de foco durante as aulas	0.954
60	Dr. Lorenzo Castro	2025-03-11	Precisa desenvolver mais confiança para expressar suas ideias	0.215
60	Dr. Lorenzo Castro	2025-05-04	Bom desempenho, mas pode melhorar a participação nas discussões	0.393
60	Dr. Lorenzo Castro	2025-07-28	Bom desempenho, mas pode melhorar a participação nas discussões	0.497
60	Dr. Lorenzo Castro	2025-08-16	Estudante dedicado, sempre entrega as atividades no prazo	0.187
61	Dra. Natália Mendes	2024-10-17	Tem potencial, mas precisa se dedicar mais aos estudos	0.719
61	Dra. Natália Mendes	2024-12-04	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.923
61	Dra. Natália Mendes	2025-02-19	Demonstra criatividade nas soluções apresentadas	0.318
61	Dra. Natália Mendes	2025-03-08	Pontual e organizado, exemplo para a turma	0.408
61	Dra. Natália Mendes	2025-05-19	Mostra iniciativa para resolver problemas complexos	0.575
61	Dra. Natália Mendes	2025-06-02	Mostra iniciativa para resolver problemas complexos	0.429
61	Dra. Natália Mendes	2025-07-19	Precisa se esforçar mais para acompanhar o ritmo da turma	0.944
61	Dra. Natália Mendes	2025-09-26	Estudante dedicado, sempre entrega as atividades no prazo	0.833
62	Laura Ramos	2024-10-19	Demonstra criatividade nas soluções apresentadas	0.662
62	Laura Ramos	2024-11-11	Precisa trabalhar melhor em equipe	0.864
62	Laura Ramos	2025-02-15	Precisa se esforçar mais para acompanhar o ritmo da turma	0.994
62	Laura Ramos	2025-03-12	Mostra interesse, mas falta um pouco de foco durante as aulas	0.636
62	Laura Ramos	2025-05-09	Mostra iniciativa para resolver problemas complexos	0.15
62	Laura Ramos	2025-06-15	Excelente capacidade analítica e pensamento crítico	0.733
62	Laura Ramos	2025-08-28	Tem dificuldades com alguns conceitos, mas está progredindo	0.516
62	Laura Ramos	2025-09-10	Participativo e questionador, contribui para o aprendizado da turma	0.821
63	Laura da Paz	2024-12-09	Demonstra maior engajamento nas atividades práticas	0.063
63	Laura da Paz	2025-02-28	Demonstra evolução constante ao longo do curso	0.84
63	Laura da Paz	2025-04-16	Pontual e organizado, exemplo para a turma	0.533
63	Laura da Paz	2025-09-23	Tem potencial, mas precisa se dedicar mais aos estudos	0.625
64	Juan Fernandes	2024-10-25	Tem dificuldades com alguns conceitos, mas está progredindo	0.566
64	Juan Fernandes	2024-11-15	Demonstra criatividade nas soluções apresentadas	0.819
64	Juan Fernandes	2025-03-24	Demonstra criatividade nas soluções apresentadas	0.699
65	Otávio Silveira	2024-10-16	Mostra iniciativa para resolver problemas complexos	0.517
65	Otávio Silveira	2025-04-22	Demonstra evolução constante ao longo do curso	0.456
65	Otávio Silveira	2025-05-17	Estudante dedicado, sempre entrega as atividades no prazo	0.012
65	Otávio Silveira	2025-07-01	Mantém consistência no desempenho ao longo do tempo	0.691
66	Rodrigo Pires	2024-10-23	Pontual e organizado, exemplo para a turma	0.191
66	Rodrigo Pires	2025-01-15	Precisa trabalhar melhor em equipe	0.178
66	Rodrigo Pires	2025-02-21	Precisa desenvolver mais confiança para expressar suas ideias	0.083
66	Rodrigo Pires	2025-06-25	Precisa se esforçar mais para acompanhar o ritmo da turma	0.993
67	Dra. Milena da Rosa	2024-10-14	Precisa trabalhar melhor em equipe	0.423
67	Dra. Milena da Rosa	2024-12-13	Tem dificuldades com alguns conceitos, mas está progredindo	0.016
67	Dra. Milena da Rosa	2025-01-11	Precisa se esforçar mais para acompanhar o ritmo da turma	0.679
67	Dra. Milena da Rosa	2025-03-04	Estudante dedicado, sempre entrega as atividades no prazo	0.851
67	Dra. Milena da Rosa	2025-04-13	Demonstra evolução constante ao longo do curso	0.058
67	Dra. Milena da Rosa	2025-06-22	Demonstra maior engajamento nas atividades práticas	0.916
67	Dra. Milena da Rosa	2025-08-15	Demonstra criatividade nas soluções apresentadas	0.59
68	Sra. Esther Sales	2024-10-21	Apresentou melhora significativa neste período	0.391
68	Sra. Esther Sales	2025-02-24	Precisa trabalhar melhor em equipe	0.181
68	Sra. Esther Sales	2025-06-22	Pontual e organizado, exemplo para a turma	0.625
69	Alexia Rodrigues	2024-10-12	Bom desempenho, mas pode melhorar a participação nas discussões	0.391
69	Alexia Rodrigues	2024-11-23	Participativo e questionador, contribui para o aprendizado da turma	0.354
69	Alexia Rodrigues	2025-01-26	Líder natural, ajuda os colegas frequentemente	0.219
69	Alexia Rodrigues	2025-04-19	Mostra iniciativa para resolver problemas complexos	0.648
69	Alexia Rodrigues	2025-06-23	Demonstra evolução constante ao longo do curso	0.643
69	Alexia Rodrigues	2025-08-16	Tem potencial, mas precisa se dedicar mais aos estudos	0.009
70	João Monteiro	2024-10-14	Mostra iniciativa para resolver problemas complexos	0.187
70	João Monteiro	2025-02-24	Excelente capacidade analítica e pensamento crítico	0.775
70	João Monteiro	2025-03-27	Bom desempenho, mas pode melhorar a participação nas discussões	0.351
70	João Monteiro	2025-06-10	Estudante dedicado, sempre entrega as atividades no prazo	0.585
70	João Monteiro	2025-07-12	Tem potencial, mas precisa se dedicar mais aos estudos	0.928
70	João Monteiro	2025-08-02	Demonstra maior engajamento nas atividades práticas	0.218
70	João Monteiro	2025-09-02	Precisa trabalhar melhor em equipe	0.762
71	Pietra Melo	2024-11-02	Colaborativo e sempre disposto a ajudar os colegas	0.399
71	Pietra Melo	2025-01-23	Tem dificuldades com alguns conceitos, mas está progredindo	0.596
71	Pietra Melo	2025-02-13	Bom desempenho, mas pode melhorar a participação nas discussões	0.372
71	Pietra Melo	2025-04-25	Precisa trabalhar melhor em equipe	0.61
72	Maria Luiza Rocha	2024-11-07	Tem potencial, mas precisa se dedicar mais aos estudos	0.493
72	Maria Luiza Rocha	2025-02-23	Estudante dedicado, sempre entrega as atividades no prazo	0.974
72	Maria Luiza Rocha	2025-04-11	Precisa desenvolver mais confiança para expressar suas ideias	0.023
72	Maria Luiza Rocha	2025-05-25	Apresentou melhora significativa neste período	0.435
72	Maria Luiza Rocha	2025-06-05	Estudante dedicado, sempre entrega as atividades no prazo	0.45
72	Maria Luiza Rocha	2025-08-09	Mostra iniciativa para resolver problemas complexos	0.014
72	Maria Luiza Rocha	2025-09-09	Precisa trabalhar melhor em equipe	0.834
73	Daniela Souza	2024-10-15	Precisa desenvolver mais confiança para expressar suas ideias	0.645
73	Daniela Souza	2024-11-16	Excelente capacidade analítica e pensamento crítico	0.555
73	Daniela Souza	2024-12-13	Bom desempenho, mas pode melhorar a participação nas discussões	0.907
73	Daniela Souza	2025-01-20	Participativo e questionador, contribui para o aprendizado da turma	0.052
73	Daniela Souza	2025-02-22	Demonstra criatividade nas soluções apresentadas	0.893
73	Daniela Souza	2025-03-19	Bom desempenho, mas pode melhorar a participação nas discussões	0.213
73	Daniela Souza	2025-05-18	Pontual e organizado, exemplo para a turma	0.823
73	Daniela Souza	2025-08-24	Precisa se esforçar mais para acompanhar o ritmo da turma	0.332
74	Vitor Gabriel Pires	2025-01-17	Precisa se esforçar mais para acompanhar o ritmo da turma	0.171
74	Vitor Gabriel Pires	2025-03-26	Participativo e questionador, contribui para o aprendizado da turma	0.942
74	Vitor Gabriel Pires	2025-04-11	Pontual e organizado, exemplo para a turma	0.259
74	Vitor Gabriel Pires	2025-05-23	Apresentou melhora significativa neste período	0.284
74	Vitor Gabriel Pires	2025-08-15	Demonstra maior engajamento nas atividades práticas	0.045
74	Vitor Gabriel Pires	2025-09-20	Demonstra criatividade nas soluções apresentadas	0.496
75	Davi Lucas da Luz	2024-10-01	Pontual e organizado, exemplo para a turma	0.634
75	Davi Lucas da Luz	2024-11-22	Mostra iniciativa para resolver problemas complexos	0.025
75	Davi Lucas da Luz	2025-01-26	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.503
75	Davi Lucas da Luz	2025-03-12	Precisa se esforçar mais para acompanhar o ritmo da turma	0.887
75	Davi Lucas da Luz	2025-04-15	Precisa desenvolver mais confiança para expressar suas ideias	0.489
75	Davi Lucas da Luz	2025-05-28	Pontual e organizado, exemplo para a turma	0.257
75	Davi Lucas da Luz	2025-06-04	Demonstra evolução constante ao longo do curso	0.01
75	Davi Lucas da Luz	2025-09-17	Demonstra maior engajamento nas atividades práticas	0.807
76	Vinicius Viana	2024-10-19	Excelente capacidade analítica e pensamento crítico	0.745
76	Vinicius Viana	2024-11-10	Mostra interesse, mas falta um pouco de foco durante as aulas	0.896
76	Vinicius Viana	2024-12-06	Colaborativo e sempre disposto a ajudar os colegas	0.69
76	Vinicius Viana	2025-04-14	Demonstra criatividade nas soluções apresentadas	0.125
76	Vinicius Viana	2025-05-23	Demonstra evolução constante ao longo do curso	0.718
76	Vinicius Viana	2025-07-02	Mostra interesse, mas falta um pouco de foco durante as aulas	0.223
77	Daniel Carvalho	2024-10-28	Tem potencial, mas precisa se dedicar mais aos estudos	0.356
77	Daniel Carvalho	2024-11-06	Mantém consistência no desempenho ao longo do tempo	0.65
77	Daniel Carvalho	2024-12-25	Bom desempenho, mas pode melhorar a participação nas discussões	0.169
77	Daniel Carvalho	2025-03-11	Precisa trabalhar melhor em equipe	0.142
77	Daniel Carvalho	2025-04-13	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.746
77	Daniel Carvalho	2025-09-03	Mantém consistência no desempenho ao longo do tempo	0.588
78	Sra. Giovanna Santos	2025-01-18	Colaborativo e sempre disposto a ajudar os colegas	0.411
78	Sra. Giovanna Santos	2025-02-06	Pontual e organizado, exemplo para a turma	0.541
78	Sra. Giovanna Santos	2025-04-20	Estudante dedicado, sempre entrega as atividades no prazo	0.532
78	Sra. Giovanna Santos	2025-06-07	Precisa trabalhar melhor em equipe	0.45
78	Sra. Giovanna Santos	2025-07-26	Excelente capacidade analítica e pensamento crítico	0.304
78	Sra. Giovanna Santos	2025-09-09	Precisa desenvolver mais confiança para expressar suas ideias	0.19
79	Diogo Cardoso	2025-01-28	Bom desempenho, mas pode melhorar a participação nas discussões	0.512
79	Diogo Cardoso	2025-05-15	Participativo e questionador, contribui para o aprendizado da turma	0.223
79	Diogo Cardoso	2025-08-24	Colaborativo e sempre disposto a ajudar os colegas	0.603
79	Diogo Cardoso	2025-09-13	Bom desempenho, mas pode melhorar a participação nas discussões	0.62
80	Thiago Nascimento	2024-11-19	Tem dificuldades com alguns conceitos, mas está progredindo	0.642
80	Thiago Nascimento	2025-01-01	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.158
80	Thiago Nascimento	2025-03-22	Estudante dedicado, sempre entrega as atividades no prazo	0.317
80	Thiago Nascimento	2025-04-09	Tem dificuldades com alguns conceitos, mas está progredindo	0.71
80	Thiago Nascimento	2025-06-18	Participativo e questionador, contribui para o aprendizado da turma	0.157
80	Thiago Nascimento	2025-08-07	Excelente capacidade analítica e pensamento crítico	0.399
81	Maria Alice Rodrigues	2024-11-24	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.821
81	Maria Alice Rodrigues	2025-04-20	Tem potencial, mas precisa se dedicar mais aos estudos	0.044
81	Maria Alice Rodrigues	2025-05-01	Demonstra evolução constante ao longo do curso	0.945
81	Maria Alice Rodrigues	2025-08-14	Participativo e questionador, contribui para o aprendizado da turma	0.506
82	Renan da Mota	2024-12-27	Participativo e questionador, contribui para o aprendizado da turma	0.251
82	Renan da Mota	2025-02-21	Bom desempenho, mas pode melhorar a participação nas discussões	0.628
82	Renan da Mota	2025-03-01	Pontual e organizado, exemplo para a turma	0.881
82	Renan da Mota	2025-05-28	Tem potencial, mas precisa se dedicar mais aos estudos	0.361
82	Renan da Mota	2025-06-05	Precisa trabalhar melhor em equipe	0.219
82	Renan da Mota	2025-07-10	Excelente capacidade analítica e pensamento crítico	0.626
82	Renan da Mota	2025-09-18	Demonstra evolução constante ao longo do curso	0.194
83	Henrique Mendes	2025-02-09	Excelente capacidade analítica e pensamento crítico	0.607
83	Henrique Mendes	2025-04-13	Bom desempenho, mas pode melhorar a participação nas discussões	0.137
83	Henrique Mendes	2025-07-23	Demonstra evolução constante ao longo do curso	0.794
83	Henrique Mendes	2025-09-20	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.523
84	Emanuelly Lima	2024-12-28	Estudante dedicado, sempre entrega as atividades no prazo	0.345
84	Emanuelly Lima	2025-01-04	Mostra iniciativa para resolver problemas complexos	0.042
84	Emanuelly Lima	2025-06-15	Mostra iniciativa para resolver problemas complexos	0.798
84	Emanuelly Lima	2025-08-07	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.479
85	Sra. Giovanna Caldeira	2025-04-05	Mostra iniciativa para resolver problemas complexos	0.992
85	Sra. Giovanna Caldeira	2025-05-08	Mostra interesse, mas falta um pouco de foco durante as aulas	0.809
85	Sra. Giovanna Caldeira	2025-06-17	Pontual e organizado, exemplo para a turma	0.912
85	Sra. Giovanna Caldeira	2025-08-03	Tem dificuldades com alguns conceitos, mas está progredindo	0.606
